BTF_ID,Station,Unit,BTF Date,BTF Time,BTF Weight,BTF Prim Sec,Region,Sub-region,Sub-sub-region,Locn along tube,Feature,Offset ID,El,Tube,Tube circuit,Tube pass,Failure mode,FM_Group,FM_Detail,Notes,Butt weld count,Notes Secondary Damage,External release,Event driven,BTF date retrospective,BTF time retrospective,Survey locn,Date of Last Inspection,Outage Code,Outage type,Outage DateTime Start,Outage dateTime Finish,LOA op derate,LOA run-down,LOA outage,LOA run-up,LOA masked,LOA $,Notes Outage LOA,Plant Failure Report,BTF Report
BW1_2020-11-06_SH_b,BW,BW1,6/11/2020,,0,2,SH,SH2,Inlet,Inlet stub,Straight,,Panel 4,T73,,,Rupture,Erosion,Erosion: Secondary damage,Refer primary failure,,Refer primary failure,,,,,,,,Forced,6/11/2020 17:09,23/11/2020 11:22,,-,-,-,,,Refer primary SH2 failure,,
BW1_2020-11-06_SH_c,BW,BW1,6/11/2020,,0,2,SH,SH2,Inlet,Inlet stub,Straight,,Panel 4,T72,,,Rupture,Erosion,Erosion: Secondary damage,Refer primary failure,,Refer primary failure,,,,,,,,Forced,6/11/2020 17:09,23/11/2020 11:22,,-,-,-,,,Refer primary SH2 failure,,
BW1_2020-11-06_SH_d,BW,BW1,6/11/2020,,0,2,SH,SH2,Outlet,Outlet stub,Bend,,Panel 4,T72,,,Rupture,Creep rupture,Creep: Short term — Starvation/Blockage,Refer primary failure,,Refer primary failure,,,,,,,,Forced,6/11/2020 17:09,23/11/2020 11:22,,-,-,-,,,Refer primary SH2 failure,,
BW1_2020-11-06_Evap,BW,BW1,6/11/2020,,0,2,Evap,WW: Front,SH2 panel 4,SH2 T74,Penetration,,1L,,,,Rupture,Erosion,Erosion: Secondary damage,Refer primary SH2 failure,,Refer primary SH2 failure,,,,,,,,Forced,6/11/2020 17:09,23/11/2020 11:22,,-,-,-,,,Refer primary SH2 failure,,
BW1_2020-11-06_WW_b,BW,BW1,6/11/2020,,0,2,Evap,WW: Front,SH2 panel 4,SH2 T74,Penetration,,1R,,,,Rupture,Erosion,Erosion: Secondary damage,Refer primary SH2 failure,,Refer primary SH2 failure,,,,,,,,Forced,6/11/2020 17:09,23/11/2020 11:22,,-,-,-,,,Refer primary SH2 failure,,
LD3_2020-09-26_Evap,LD,LD3,26/09/2020,,1,1,Evap,WW: Bot vest,Rear: B-side,Straight before horiz bend,Straight,,,T123,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,-,-,-,,,,,
LD3_2020-09-26_Evap_b,LD,LD3,26/09/2020,,1,1,Evap,WW: Bot vest,Rear: A-side,Bend to side wall,Bend,,,T131,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Bend extrados.  Came off line for B-side failure but A-side found on follow-up inspection.  Both assigned full unity BTF weight.,,,,,,,,,,,,,,-,-,-,,,,,
LD4_2020-09-22_SH,LD,LD4,22/09/2020,,1,1,SH,SH2,,Front wall to hanger,,,E121,T05,,,Hole,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,"Although initially thought likely fly-ash erosion, subsequent analysis indicated severe internal pitting led to failure.",48,Holed tubes by sec damage; E119 T07; E120 T05 & T06; E121 T04-T07; E122 T04-T06; E123 T04 & T05.  Butt welds also to cut tubes for access.,,,,,,,,,,,,-,-,-,,,,,
LD4_2020-09-22_Evap,LD,LD4,22/09/2020,,1,1,Evap,WW: Bot vest,Rear: A-side,Straight before horiz bend,Straight,,,T127,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,-,-,-,,,,,
LD2_2020-07-26_Evap,LD,LD2,26/07/2020,,1,1,Evap,WW: Rear,Burner corner,Burner bottom,Seal box,Burner 2,,T315,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Corrosion-Fatigue,,,,,,,,,,,,,,,-,-,-,,,,,
LD2_2020-07-21_RH,LD,LD2,21/07/2020,,1,1,RH,RH1,RH1 1st pass,Betw. hangers: Mid to Rear,Tie: Flex,,E14,T05,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,,,,,-,-,-,,,,,
LY2_2020-07-18_RH_a,LY,LY2,18/07/2020,,0.5,1,RH,RH1,Lower bank,C/R F to wall,Straight,,E075,T12,,,Pit,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,17/07/2020 19:36,26/07/2020 9:05,,-,-,-,,,LOA assigned to SH2 bif leak,,
LY2_2020-07-18_RH_b,LY,LY2,18/07/2020,,0.5,1,RH,RH1,Lower bank,SBL B-C,Straight,,E083,T08,,,Pit,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,17/07/2020 19:36,26/07/2020 9:05,,-,-,-,,,LOA assigned to SH2 bif leak,,
LY2_2020-07-18_RH_c,LY,LY2,18/07/2020,,0.34,1,RH,RH2,Lower bank,SBL C-D,Straight,,E43,T02,,,Pit,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,17/07/2020 19:36,26/07/2020 9:05,,-,-,-,,,LOA assigned to SH2 bif leak,,
LY2_2020-07-18_RH_d,LY,LY2,18/07/2020,,0.33,1,RH,RH2,Lower bank,SBL C-D,Straight,,E32,T03,,,Pit,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,17/07/2020 19:36,26/07/2020 9:05,,-,-,-,,,LOA assigned to SH2 bif leak,,
LY2_2020-07-18_RH_e,LY,LY2,18/07/2020,,0.33,1,RH,RH2,Lower bank,SBL D-E,Straight,,E16,T05,,,Pit,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,17/07/2020 19:36,26/07/2020 9:05,,-,-,-,,,LOA assigned to SH2 bif leak,,
LY2_2020-07-17_SH,LY,LY2,17/07/2020,,1,1,SH,SH2,Lower bank,Bif: Outlet,Bif,,Bif 21 (E41-42),T01,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep - cold,,,,,,,,,,,,17/07/2020 19:36,26/07/2020 9:05,,0.77,108.9,0.39,,,All LOA currently assigned to SH2 this SH2 leak and none to the RH pitting,,
LD3_2020-07-15_Evap,LD,LD3,15/07/2020,,1,1,Evap,WW: Bot vest,Rear: A-side,Straight before horiz bend,Straight,,,T132,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,,,,,,,,,,,
LY4_2020-07-04_RH,LY,LY4,4/07/2020,,1,1,RH,RH1,Lower bank,SBL E-F,Straight,,E122,T12,,,Pit,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,3/07/2020 22:01,14/07/2020 5:20,,-,-,-,,,LOA assigned to SH1 stub,,
LY4_2020-07-03_SH,LY,LY4,3/07/2020,,1,1,SH,SH1,Header: Outlet - Front,Stub: Outlet,Stub-to-header weld,,E13,,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,Y,,,,,,,,3/07/2020 22:01,14/07/2020 5:20,,0.54,138.49,0.52,,,,,
LD2_2020-06-08_Evap,LD,LD2,8/06/2020,,1,1,Evap,WW: Rear,Burner corner,Burner G-H level,Infill plate,Burner 2,,T340,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,,,,,,,,,,,,
LY3_2020-05-25_Evap,LY,LY3,25/05/2020,,1,1,Evap,WW: Rear,Burner corner,Burner: bottom,Memb. term.,,,,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,,25/05/2020 21:00,31/05/2020 18:11,,0.48,67.75,1.09,,,,,
LD2_2020-05-21_Econ,LD,LD2,21/05/2020,,1,1,Econ,Econ A,Upper bank,Spacer bar: 1st from header,Spacer bar,,E036,T01,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,,,,,,,,,,,,,,,
LY2_2020-05-16_RH_a,LY,LY2,16/05/2020,,1,1,RH,RH1,Lower bank,SBL B-C,Straight,,E005,T08,,,Pit,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,15/05/2020 22:02,22/05/2020 17:51,,-,-,-,,,LOA assigned toWW leak,,
LY2_2020-05-16_RH_b,LY,LY2,16/05/2020,,1,1,RH,RH2,Lower bank,SBL A-B,Straight,,E06,T07,,,Pit,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,,,,,,,,,,15/05/2020 22:02,22/05/2020 17:51,,-,-,-,,,LOA assigned toWW leak,,
LY2_2020-05-15_Evap,LY,LY2,15/05/2020,,1,1,Evap,,,Sloping wall,Infilled WB offset,,,,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,,15/05/2020 22:02,22/05/2020 17:51,,0.46,84.98,0.5,,,,,
LD3_2020-05-01_Econ,LD,LD3,1/05/2020,,1,1,Econ,Econ B,Upper bank,Spacer bar: 2nd from header,Spacer bar,,E097,T02,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,,,,,,,,,,,,,,,
BW1_2020-04-16_SH_aa,BW,BW1,16/04/2020,,0.3,1,SH,SH3,,,Acramet tube,,E18,T01,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Cracks with clear leak evidence.  ,,,,,,,,,,Forced,17/04/2020 12:40,30/04/2020 16:48,-,6.6,208.65,4.76,-,,,,
BW1_2020-04-16_SH_bb,BW,BW1,16/04/2020,,0.3,1,SH,SH3,,,Acramet tube,,E20,T01,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Crack/hole. Refer also E18 note.,,,,,,,,,,Forced,17/04/2020 12:40,30/04/2020 16:48,,,,,,,LOA allocated to the E18 SH3 failure,,
BW1_2020-04-16_SH_cc,BW,BW1,16/04/2020,,0.14,1,SH,SH3,,,Acramet tube,,E04,T01,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Cracks with witness marks of minor leaks. Refer also E18 note.,,,,,,,,,,Forced,17/04/2020 12:40,30/04/2020 16:48,,,,,,,LOA allocated to the E18 SH3 failure,,
BW1_2020-04-16_SH_dd,BW,BW1,16/04/2020,,0.13,1,SH,SH3,,,Acramet tube,,E08,T01,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Cracks with witness marks of minor leaks. Refer also E18 note.,,,,,,,,,,Forced,17/04/2020 12:40,30/04/2020 16:48,,,,,,,LOA allocated to the E18 SH3 failure,,
BW1_2020-04-16_SH_ee,BW,BW1,16/04/2020,,0.13,1,SH,SH3,,,Acramet tube,,E14,T01,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,Cracks with witness marks of minor leaks. Refer also E18 note.,,,,,,,,,,Forced,17/04/2020 12:40,30/04/2020 16:48,,,,,,,LOA allocated to the E18 SH3 failure,,
LD2_2020-03-30_Evap,LD,LD2,30/03/2020,,1,1,Evap,WW: Rear,Burner corner,Burner: bottom,Attachment,Burner 2,,T336,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,,,,,,,,,,,,
BW2_2020-03-18_SH,BW,BW2,18/03/2020,,1,1,SH,SH2,Inlet,Inlet stub,Weld: Butt,,Panel 6,T88,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Other,Crack at bore match notch in 304H just d/s of DMW in inlet stub,,,,,,,,,,,,,,,,,,,,,
LD3_2020-03-14_Econ,LD,LD3,14/03/2020,,1,1,Econ,Econ B,Upper bank,Spacer bar: 2nd from header,Spacer bar,,E085,T02,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,,,,,,,,,,,,,,,
LD3_2020-03-07_SH,LD,LD3,7/03/2020,,1,1,SH,SH2,,Betw. hangers: Mid to Rear,,,E141,T07,,,Rupture,Erosion,Erosion: Fly-ash,T07 from bottom of bank,,,,,,,,,,,,,,,,,,,,,
BW4_2020-02-24_SH,BW,BW4,24/02/2020,,1,1,SH,SH3,Outlet pass,,,,E22,T01,,,Rupture,Creep rupture,Quality: Welding,Foreign object at SH3 orifice  from tube replacements at HRA in 2019 CMOP,,,,,,,,,,,,,6.18,-,278.8,4.38,,,,,
LD1_2020-02-20_Evap,LD,LD1,20/02/2020,,1,1,Evap,WW: Rear,Screen,,,,,T371,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,,,,,,,,,,,,,,,
LY2_2020-02-17_RH1,LY,LY2,17/02/2020,,1,1,RH,RH1,Lower bank,,,,,,,,Pitting,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Offline corrosion associated with 6-month generator outage,,,,,,,,,,,,,,0.18,98.5,0.62,,,Split LOA with RH2,,
LY2_2020-02-17_RH2,LY,LY2,17/02/2020,,1,1,RH,RH2,Lower bank,,,,,,,,Pitting,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Offline corrosion associated with 6-month generator outage,,,,,,,,,,,,,,0.19,98.5,0.62,,,Split LOA with RH1,,
LD3_2020-02-15_SH,LD,LD3,15/02/2020,,1,1,SH,SH4,,Betw. hangers: Mid to Rear,,,E38,T07,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,,,,,,,,
LY1_2020-02-09_SH3,LY,LY1,9/02/2020,,1,1,SH,SH3,Lower bank,,,,E16,T13,,,Rupture,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,0.6,94.1,0.45,,,,,
LD1_2020-02-05_Evap,LD,LD1,5/02/2020,,1,1,Evap,WW: Bot vest,Rear: B-side,Straight before horiz bend,Straight,,,T120,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,Leaking underside,,,,,,,,,,,,,,,,,,,
LD1_2020-02-05_Evap_b,LD,LD1,5/02/2020,,1,1,Evap,WW: Bot vest,Rear: B-side,Straight before horiz bend,Straight,,,T121,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,,,Leaking underside,,,,,,,,,,,,,,,,,,,
BW3_2020-02-04_SH,BW,BW3,4/02/2020,,1,1,SH,SH2,,T06,,,Panel 4,T26,,,Rupture,Erosion,Erosion: Rubs/fretting,Rub of T26 with Tube T06,,,,,,,,,,Forced,,,,1.87,176.26,4.8,,,,,
BW4_2020-02-03_SH,BW,BW4,3/02/2020,,1,1,SH,SH2,,,,,Panel 4,T82,,,Rupture,Quality,Quality: Welding,Foreign object at SH2 orifice  from tube replacements at HRA in 2019 CMOP,,,,,,,,,,Forced,,,,,,,,,,,
LD1_2020-01-30_RH,LD,LD1,30/01/2020,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Tie: Slip,,E18,T03,,,Crack,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,,,,,,,,,,,,
BW4_2020-01-22_SH,BW,BW4,22/01/2020,,1,1,SH,SH3,Vestibule,Outlet stub,,,E15,T11,,,Rupture,Quality,Quality: Welding,Foreign object at SH3 orifice  from tube replacements at HRA in 2019 CMOP,,,,,,,,,,Forced,,,,,,,,,,,
LD2_2020-01-11_Evap,LD,LD2,11/01/2020,,1,1,Evap,WW: Front,,Burner E-F level,,Burner 1,,T313,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Hydrogen damage,ALS LD2-2986795-04,,,,,,,,,,,,,,,,,,,,,
LD2_2020-01-05_Evap,LD,LD2,5/01/2020,,1,1,Evap,WW: Front,Front: B-side,SH4 vestibule,Seal box,,,T371,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Bot corner.  Main crack external toe but corrosion fatigue evident at bore approx depth 1mm.,,,,,,,,,,,,,,,,,,,,,
LD2_2019-11-08_Econ,LD,LD2,8/11/2019,,1,1,Econ,Econ A,,Spacer bar: 1st from header,Spacer bar,,E074,T03,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,,,,,,,,,,,,,,,
BW1_2019-11-07_SH,BW,BW1,7/11/2019,21:30,1,1,SH,SH4,Outlet pass,,SBL,,E03,T07,,,Rupture,Erosion,Erosion: Sootblower,Sootblower stuck in since 26-Oct-19,,lots,N,Y,43776,0.861111111,,,,Forced,9/11/2019 4:12,28/11/2019 3:00,,1.93,300.17,5.34,,,,,
LD2_2019-11-07_Econ,LD,LD2,7/11/2019,18:22,1,1,Econ,Econ A,Upper bank,Spacer bar: 1st from header,Spacer bar,,E074,T03,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,,,,Forced,7/11/2019 22:02,12/11/2019 23:20,,0.59,54.59,1.75,,,,,
LY3_2019-09-16_Econ,LY,LY3,16/09/2019,6:20,1,1,Econ,Lower bank,,SBL E-F,SBL,,E081,T03,,,,Erosion,Unknown: tba,,,,,,,,,,FU031904,Forced,16/09/2019 7:41,22/09/2019 7:00,,0.23,80.26,0.62,,,,,
LD4_2019-08-13_Evap,LD,LD4,13/08/2019,,1,1,Evap,WW: Bot vest,,Straight before horiz bend,Horizontal straight,,,T128,,,,Corrosion - pitting/wastage,Corrosion: Bore-side — Pitting,Unheated. Leaked identified during return to service.,,,,,,,,,,,,,,,36.53,2.11,,,,,
LD2_2019-07-28_Econ,LD,LD2,28/07/2019,,1,1,Econ,Econ B,,Spacer bar: 5th from header (Nearest bends at wall),Gap: Shield & Spacer bar,,E045,T02,,,,Erosion,Erosion: Fly-ash,6 other tubes replaced due to fly-ash erosion.,,,,,,,,,,,,,1.04,,86.36,1.25,,,,,
LD3_2019-07-17_Evap,LD,LD3,17/07/2019,,1,1,Evap,WW: Front,,Burner bottom,Seal box,Burner 5,,T125,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,"Main crack from outside, but also some corrosion-fatigue. Coorner 5",,,,,,,,,,,,,230.6,,72.04,0.52,,,,,
LD2_2019-07-12_Evap,LD,LD2,12/07/2019,,1,1,Evap,,,Burner E-F level,Burner infill,,,T004,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,Tube T4 to left side from burner centre.,,,,,,,,,,,,,,,46.3,1.92,,,,,
LD2_2019-07-03_RH,LD,LD2,3/07/2019,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Weld: DMW,,E15,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,,,,,,,,,,,,,,,,70.62,,,,,,
LD1_2019-06-22_Evap,LD,LD1,22/06/2019,,1,1,Evap,WW: Centre,,Hopper nose: Horiz to sloping,Penetration: Centre wall,,,T70,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,4.29,,40.03,2.14,,,,,
BW1_2019-06-01_SH,BW,BW1,1/06/2019,,1,1,SH,SH2,,Betw. tie rows B & C,Straight,,Panel 6,T37,,,,Quality,Quality: Maintenance,Gouge in T37 from grinding disc.  Leak led to hole in T38 and subsequent starvation and rupture of the T38 outlet stub .,,,,,,,,,,,1/06/2019 11:01,13/06/2019 7:30,-,1.36,187.75,3.27,-,,,,
LD1_2019-05-23_RH,LD,LD1,23/05/2019,,1,1,RH,RH2,,Betw. hangers: Front to Mid,Weld: Butt,,E27,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Other,304SS both sides per PMI.,,,,,,,,,,,,,55.97,,69.57,1.21,,,,,
BW2_2019-04-26_SH,BW,BW2,26/04/2019,,1,1,SH,SH2,,Tie row A,Tie: Solid,,Panel 4,T03,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T03-T04 solid tie,,,,,,,,,,,,,74.46,,,,,,,,
LD3_2019-04-02_RH,LD,LD3,2/04/2019,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Weld: DMW,,E11,T06,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Creep at DMW,Extensive secondary damage,,,,,,,,,,,,,0.32,,92.81,0.99,,,,,
BW4_2019-03-30_SH,BW,BW4,30/03/2019,17:09,1,1,SH,SH2,Inlet,Inlet stub,Weld: Butt,,Panel 5,T69,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Other,Cracking at reduced thickness in 304h tube adjacent to DMW to T22 inlet stub.  Not classical DMW failure!,,,,,,,,,,,7/04/2019 20:01,,2.1,0.86,129.28,7.13,,,,,
LY4_2019-03-29_RH,LY,LY4,29/03/2019,20:00,1,1,RH,RH1,,Tail: Inlet,Tail,,Tail 74,T08,,,Rupture,Erosion,Erosion: Fly-ash,,,,,,,,,,,,,,,0.42,75.14,1.51,,,,,
BW3_2019-03-13_SH,BW,BW3,13/03/2019,16:55,1,1,SH,SH2,,Tie row B,Tie: Solid,,Panel 2,T03,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T02-T03 tie. d/s end,,,,,,,,,,,14/03/2019 4:32,26/03/2019 7:05,,2.76,191.77,3.56,,,,,
LY3_2019-02-16_Evap,LY,LY3,16/02/2019,,1,1,Evap,Hopper,,,Nose,,,T017,,,Hole,Quality,Quality: Welding,Failed at overlay weld that was 'temporary' thickness restoration after external wear from ash entering hopper.,,,,,,,,,,Forced,20/02/2019 5:06,25/02/2019 13:13,,,58.94,,,,,,
LY3_2019-02-16_Econ,LY,LY3,16/02/2019,,1,1,Econ,Lower bank,,SBL E-F,Straight,,E081,T03,,,,Erosion,Erosion: Sootblower,,,,,,,,,,,,,,,,,,,,? Identified and addressed during outage for hopper nose tube BTF.  Still need to assign masked LOA.,,
LY2_2019-02-07_Econ,LY,LY2,7/02/2019,,1,1,Econ,Upper bank,,C/R F,,,E068,T01,,,Rupture,Erosion,Erosion: Rubs/fretting,Support saddle to econ tube rubbing,,,,,,,,,,Forced,8/02/2019 1:00,12/02/2019 14:33,,,58.1,,,,,,
LD2_2019-01-24_Econ,LD,LD2,24/01/2019,,1,1,Econ,Econ A,,Spacer bar: 3rd from header (Mid),Gap: Shield & Spacer bar,,E65,T03,,,,Erosion,Erosion: Fly-ash,Tube eroded at gap between spacer bar and shield.  Secondary holes in 4 other tubes.,,,,,,,,,,,,,,0.83,80.23,1.15,,,,,
LY2_2019-01-24_SH,LY,LY2,24/01/2019,,1,1,SH,SH2,,Bif: Inlet,Bif,,Tail 10,T03,,,Rupture,Erosion,Erosion: Fly-ash,Bif 10 feeds E19 & E20. Bottom of 3 bifs failed. Occurred at location of offset in tubes T04-T09 that enable access below the inlet bifs.,,,,,,,,,,Forced,25/01/2019 17:39,1/02/2019 9:38,,,88.76,,,,,,
LY3_2019-01-21_SH,LY,LY3,21/01/2019,,1,1,SH,SH2,,SBL A-B,,,E065,T03,,,Rupture,Erosion,Erosion: Fly-ash,"Location was in inspection strategy, by primarily for sootblower erosion of top tube. Fly-ash erosion of tube T03 was not necessarily a focus. Asset Strategy to address.",,,,,,,,,,Forced,22/01/2019 14:48,26/01/2019 17:31,,,51.92,,,,,,
BW2_2019-01-02_SH,BW,BW2,2/01/2019,16:15,1,1,SH,SH2,Rear: A-side,Tie row B,Tie: Solid,,Panel 1,T17,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T17-T18 solid tie. u/s end.,,,,,,,,,,,5/01/2019 22:39,15/01/2019 13:29,25.08,1.02,152.35,4.35,,,,,
BW4_2018-12-07_SH,BW,BW4,7/12/2018,,1,1,SH,SH2,Rear: A-side,Tie row A,Tie: Slip,,Panel 1,T02,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T02-T03 solid tie,,,,,,,,,,,,,10.91,6.64,187.69,4.4,,,,,
BW2_2018-11-23_SH,BW,BW2,23/11/2018,,1,1,SH,SH2,Rear: A-side,Tie row C,Tie: Solid,,Panel 1,T49,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,T48-T49 solid tie. d/s end.,,,,,,,,,,,,,,3.22,168.19,3.16,,,,,
LY2_2018-08-31_Evap,LY,LY2,31/08/2018,,1,1,Evap,WW,Rear: A-side,,Scallop plate,,,,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,,,,,,,,,,,,,,,,61.68,,,,,,
LY4_2018-08-30_RH,LY,LY4,30/08/2018,,1,1,RH,RH1,Rear: A-side,,,,,,,,,Unknown,Unknown: tba,,,,,,,,,,,,,,,,41.52,,,,,,
LD1_2018-08-24_SH,LD,LD1,24/08/2018,,1,1,SH,SH2,Rear: A-side,"Rear wall, bend",Bend at wall,,E03,Bend 1,,,,Erosion,Erosion: Fly-ash,Bend 1 is top tube to 6th tube (3 circuits).  Erosion at extrados of bottom (near '6th' tube from top).  May have been some external corrosion after most loss via fly-ash erosion.,,,,,,,,,,,,,295.12,,,,,,,,
BW1_2018-08-23_SH,BW,BW1,23/08/2018,,1,1,SH,HRA,Wall: Rear ,Wall bottom,Memb. term.,,,T135,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,At the bottom of the wall where tube bends to rear towards rear wall outlet header. LOA assigned to CMOP even though leak during run-up!,,,,,,,,,,,,,,,,,,,LOA allocated to CMOP even though found in run-up,,
LY3_2018-08-22_SH,LY,LY3,22/08/2018,,1,1,SH,SH2,,,,,,,,,,Unknown,Unknown: tba,,,,,,,,,,,,,,,,51.96,,,,,,
BW2_2018-08-20_RH,BW,BW2,20/08/2018,16:00,1,1,RH,RH6,,,Adjacent wall,,E001,T06,,,,Erosion,Erosion: Fly-ash,,,,,,,,,,,,28/08/2018 0:01,14/09/2018 16:21,41.18,,280.07,9.53,,,,,
LD4_2018-08-13_RH,LD,LD4,13/08/2018,,1,1,RH,RH2,,Betw. hangers: Mid to Rear,Straight,,E19,T08,,,,Creep rupture,Creep: Long term,,,,,,,,,,,,,,,0.58,46.84,,,,,,
BW2_2018-08-09_SH,BW,BW2,9/08/2018,10:40,1,1,SH,SH2,,Near front wall,Straight,,Panel 2,T01,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,"Metallurgy report done.  Confirms fatigue but suggests corrosion fatigue??? Was straight, remote from ties / butt, but not far from wall. ",,,,,,,,,,,9/08/2018 16:51,20/08/2018 1:16,,1.96,163.95,6.22,,,,,
LY4_2018-07-16_SH,LY,LY4,16/07/2018,,1,1,SH,SH3,,,,,,T12,,,,Unknown,Unknown: tba,,,,,,,,,,,,,,,,68.88,,,,,,
BW2_2018-06-07_SH,BW,BW2,7/06/2018,,1,1,SH,SH4,,,,,E23,T07,,,Rupture,Creep rupture,Creep: Long term,,,,,,,,,,,,7/06/2018 10:32,17/06/2018 10:39,-,2.82,158.48,5.26,-,,,,
BW1_2018-04-09_Evap,BW,BW1,9/04/2018,,1,1,Evap,WW RHS (A),,HRA side wall bottom,Corner,,,T136,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Thermal-fatigue,A-side ww at intersection with rear wall and HRA side  wall. Repaired at CMOP.,,,,,,,,,,,,,107.7,,,,,,,,
LD1_2018-03-04_Evap,LD,LD1,4/03/2018,,1,1,Evap,WW: Front,,Bunker -1 level,Attachment: Buckstay,,,T372,,,,Cracking: Fatigue/Creep/SCC/Corr-fat/etc,Cracking: Fatigue,,,,,,,,,,,,,,11.11,,92.61,,,,,,
